response_id,start_date,end_date,story_condition,load_condition,cognitive_load_digits_response,cognitive_load_digits_correct_bool,vignette_condition_order,vignette_condition_position_1,vignette_condition_position_2,vignette_condition_position_3,first_vignette_distal_blame,first_vignette_distal_wrong,first_vignette_distal_punish,distal_blame_ch_minus_cc,distal_blame_div_minus_cc,proximate_blame_cc_minus_ch,distal_wrong_ch_minus_cc,distal_wrong_div_minus_cc,proximate_wrong_cc_minus_ch,distal_punish_ch_minus_cc,distal_punish_div_minus_cc,proximate_punish_cc_minus_ch,distal_blame_min_ch_div_minus_cc,distal_wrong_min_ch_div_minus_cc,distal_punish_min_ch_div_minus_cc,twoafc_bill_vs_clark,twoafc_ch_vs_cc,twoafc_div_vs_cc,distal_blame_cc,distal_blame_ch,distal_blame_div,distal_wrong_cc,distal_wrong_ch,distal_wrong_div,distal_punish_cc,distal_punish_ch,distal_punish_div,proximate_blame_cc,proximate_blame_ch,proximate_wrong_cc,proximate_wrong_ch,proximate_punish_cc,proximate_punish_ch,comprehension_probability_same_bool,comprehension_distal_necessary_bool,comprehension_bill_necessary_bool,comprehension_all_correct_bool,crt_score,individualism_horizontal,individualism_vertical,individualism_score,included,age,gender,race_compact,political_compact,duration_seconds,q_recaptcha_score,consent_form,cog_load_check,crt_bat_ball,crt_widgets,crt_lilly_pads,incdol_hi_1_1,indcol_hi_2_1,indcol_hi_3_1,indcol_vi_1_1,indcol_vi_2_1,indcol_vi_3_1,indcol_vi_4_1,indcol_hc_1_1,indcol_hc_2_1,indcol_hc_3_1,indcol_hc_4_1,indcol_vc_1_1,indcol_vc_2_1,indcol_vc_3_1,id,bill_minus_distal_cc_blame,bill_minus_distal_ch_blame,bill_minus_distal_cc_wrong,bill_minus_distal_ch_wrong,bill_minus_distal_cc_punish,bill_minus_distal_ch_punish,distal_cc_timing_first_click_seconds,distal_cc_timing_last_click_seconds,distal_cc_timing_last_minus_first_seconds,distal_ch_timing_first_click_seconds,distal_ch_timing_last_click_seconds,distal_ch_timing_last_minus_first_seconds,distal_div_timing_first_click_seconds,distal_div_timing_last_click_seconds,distal_div_timing_last_minus_first_seconds,proximate_cc_timing_first_click_seconds,proximate_cc_timing_last_click_seconds,proximate_cc_timing_last_minus_first_seconds,proximate_ch_timing_first_click_seconds,proximate_ch_timing_last_click_seconds,proximate_ch_timing_last_minus_first_seconds,comprehension_timing_first_click_seconds,comprehension_timing_last_click_seconds,comprehension_timing_last_minus_first_seconds
R_6H69fJGZzvwbOwv,2026-02-22 10:46:00,2026-02-22 10:57:00,trolley,high,8403259,True,DIV-CH-CC,DIV,CH,CC,3.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Bill ≥ Clark,CH > CC,DIV ≤ CC,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,True,True,False,False,0.0,0.28125,0.3854166666666667,0.33333333333333337,False,19,Female,White,Liberal/progressive,658.0,1,I CONSENT to participate in this study,8403259,10,100,24,(7) agree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,(1) totally disagree,(7) agree,(5) neither agree nor disagree,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,(7) agree,6,6,93437,0.0,0.0,0.0,0.0,0.0,0.0,15.011,20.77,5.759,39.622,44.595,4.972999999999999,99.235,143.125,43.89,26.389,30.09,3.7010000000000005,49.804,53.891,4.086999999999996,6.724,22.053,15.329
R_5rMoiVOOVWj8wqB,2026-02-22 10:49:00,2026-02-22 11:02:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,5.0,8.0,2.0,3.0,3.0,7.0,0.0,0.0,4.0,3.0,3.0,7.0,3.0,0.0,3.0,Bill ≥ Clark,CH > CC,DIV > CC,5.0,8.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,9.0,2.0,9.0,5.0,10.0,3.0,False,True,True,False,1.0,0.484375,0.4739583333333333,0.47916666666666663,False,19,Male,White,Moderate,757.0,1,I CONSENT to participate in this study,63,5,100,24,(7) agree,(7) agree,(7) agree,(7) agree,(5) neither agree nor disagree,8,(5) neither agree nor disagree,6,(7) agree,(9) totally agree,(7) agree,(5) neither agree nor disagree,(9) totally agree,6,94987,4.0,-6.0,1.0,-3.0,8.0,-2.0,129.728,194.195,64.46699999999998,27.948,34.482,6.533999999999999,77.732,97.615,19.882999999999996,11.517,22.484,10.967000000000002,11.495,49.529,38.034000000000006,17.209,39.593,22.384000000000004
R_1LOJ8wAEvDJ9kfT,2026-02-22 11:31:00,2026-02-22 11:42:00,firework,high,8403259,True,CC-CH-DIV,CC,CH,DIV,7.0,8.0,10.0,1.0,-1.0,0.0,0.0,-1.0,0.0,5.0,0.0,20.0,-1.0,-1.0,0.0,Bill ≥ Clark,CH > CC,DIV ≤ CC,7.0,8.0,6.0,8.0,8.0,7.0,10.0,15.0,10.0,8.0,8.0,9.0,9.0,25.0,5.0,False,True,True,False,0.0,0.390625,0.5729166666666666,0.4817708333333333,False,18,Female,White,Liberal/progressive,642.0,1,I CONSENT to participate in this study,8403259,10,20,6,(7) agree,(5) neither agree nor disagree,6,4,4,6,4,(7) agree,8,(7) agree,(7) agree,2,6,2,94961,1.0,0.0,1.0,1.0,15.0,-10.0,52.708,82.542,29.834000000000003,45.005,67.494,22.488999999999997,48.016,54.41,6.393999999999998,33.24,40.907,7.6669999999999945,13.746,23.019,9.272999999999998,5.323,30.008,24.685
R_7CmFuuiAToEjpLz,2026-02-22 11:55:00,2026-02-22 12:04:00,trolley,high,8403259,True,CH-CC-DIV,CH,CC,DIV,9.0,9.0,20.0,0.0,0.0,4.0,0.0,0.0,4.0,10.0,5.0,5.0,0.0,0.0,5.0,Bill < Clark,CH > CC,DIV < CC,9.0,9.0,9.0,9.0,9.0,9.0,10.0,20.0,15.0,9.0,5.0,9.0,5.0,30.0,25.0,True,False,True,False,2.0,0.53125,0.6979166666666667,0.6145833333333334,False,19,Male,Self describe: mixed-raced,Liberal/progressive,488.0,1,I CONSENT to participate in this study,8403259,10,5,47,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(9) totally agree,(9) totally agree,(9) totally agree,(3) disagree,(1) totally disagree,(7) agree,(3) disagree,(7) agree,(3) disagree,(3) disagree,(7) agree,93439,0.0,-4.0,0.0,-4.0,20.0,5.0,11.403,30.255,18.851999999999997,12.224,82.872,70.648,16.901,21.569,4.667999999999999,12.094,23.513,11.419000000000002,4.066,21.128,17.062,8.53,18.631,10.101
R_6TAFZ0kojlEZPAV,2026-02-22 11:59:00,2026-02-22 12:22:00,firework,high,8403259,True,CH-DIV-CC,CH,DIV,CC,6.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,-1.0,Bill ≤ Clark,CH > CC,DIV ≤ CC,5.0,6.0,6.0,3.0,4.0,4.0,6.0,5.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,True,True,True,True,0.0,0.5625,0.3958333333333333,0.47916666666666663,True,18,Male,Asian,Nonpolitical,1372.0,0.899999976,I CONSENT to participate in this study,8403259,65,100,24,8,(7) agree,(7) agree,4,(5) neither agree nor disagree,(5) neither agree nor disagree,6,6,6,(5) neither agree nor disagree,(7) agree,6,(9) totally agree,(5) neither agree nor disagree,95356,1.0,0.0,4.0,3.0,2.0,3.0,165.487,194.954,29.467000000000013,57.004,221.287,164.28300000000002,139.975,226.108,86.13300000000001,9.144,30.727,21.583,76.771,104.12,27.349000000000004,7.196,53.28,46.084
R_5QDGA1rRT7dAeBD,2026-02-22 12:16:00,2026-02-22 12:25:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,9.0,7.0,10.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,-4.0,1.0,-1.0,-2.0,Bill ≥ Clark,CH > CC,DIV < CC,8.0,9.0,9.0,8.0,8.0,7.0,10.0,8.0,10.0,8.0,7.0,7.0,8.0,6.0,10.0,False,True,False,False,0.0,0.609375,0.23958333333333331,0.42447916666666663,False,20,Female,White,Nonpolitical,527.0,1,I CONSENT to participate in this study,63,10,100,24,(9) totally agree,(9) totally agree,(9) totally agree,6,(1) totally disagree,6,(1) totally disagree,(7) agree,(7) agree,(9) totally agree,6,(7) agree,(7) agree,(9) totally agree,95125,0.0,-2.0,-1.0,0.0,-4.0,2.0,64.726,68.726,4.0,43.924,57.79,13.866,95.797,110.647,14.850000000000009,2.434,26.9,24.465999999999998,3.323,21.106,17.783,11.23,30.115,18.884999999999998
R_3Ehg87ivnGb0Idp,2026-02-22 12:17:00,2026-02-22 12:29:00,trolley,high,8304259,False,CH-CC-DIV,CH,CC,DIV,7.0,8.0,0.0,1.0,1.0,7.0,1.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,8.0,1.0,8.0,1.0,1.0,0.0,True,True,False,False,3.0,0.4375,0.5052083333333334,0.4713541666666667,False,19,Female,White,Liberal/progressive,727.0,0.800000012,I CONSENT to participate in this study,8304259,5,5,47,2,2,(7) agree,6,(1) totally disagree,(1) totally disagree,(7) agree,(3) disagree,(7) agree,8,4,2,(7) agree,2,95315,2.0,-6.0,1.0,-7.0,1.0,0.0,74.376,84.89,10.513999999999996,150.553,154.4,3.8470000000000084,37.448,50.081,12.633000000000003,18.516,29.417,10.901000000000003,17.009,37.756,20.747,7.353,22.608,15.255
R_6E07in3Ddxbzb2G,2026-02-22 12:31:00,2026-02-22 12:44:00,trolley,high,8403259,True,CC-CH-DIV,CC,CH,DIV,7.0,9.0,10.0,2.0,-1.0,8.0,0.0,-1.0,8.0,20.0,-5.0,17.0,-1.0,-1.0,-5.0,Bill > Clark,CH > CC,DIV ≥ CC,7.0,9.0,6.0,9.0,9.0,8.0,10.0,30.0,5.0,9.0,1.0,9.0,1.0,17.0,0.0,True,True,True,True,3.0,0.625,0.4270833333333333,0.5260416666666666,True,20,Male,White,Moderate,775.0,1,I CONSENT to participate in this study,8403259,5,5,47,(7) agree,(7) agree,(7) agree,(7) agree,4,(5) neither agree nor disagree,6,(5) neither agree nor disagree,4,6,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,8,94899,2.0,-8.0,0.0,-8.0,7.0,-30.0,166.882,207.888,41.006,35.348,46.448,11.100000000000001,76.719,91.489,14.77000000000001,28.368,45.349,16.980999999999998,10.468,27.781,17.313,6.25,37.433,31.183
R_7LNfBnRvdkGl3Eu,2026-02-22 13:00:00,2026-02-22 13:10:00,firework,low,63,True,DIV-CC-CH,DIV,CC,CH,6.0,4.0,0.0,2.0,0.0,3.0,5.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV < CC,6.0,8.0,6.0,4.0,9.0,4.0,0.0,0.0,0.0,7.0,4.0,6.0,8.0,1.0,1.0,True,True,True,True,1.0,0.46875,0.4583333333333333,0.46354166666666663,True,18,Female,Other,Liberal/progressive,573.0,0.899999976,I CONSENT to participate in this study,63,10,5,24,(9) totally agree,(5) neither agree nor disagree,(9) totally agree,(7) agree,(3) disagree,(7) agree,(3) disagree,(7) agree,(7) agree,(7) agree,(9) totally agree,(3) disagree,(7) agree,(7) agree,94982,1.0,-4.0,2.0,-1.0,1.0,1.0,31.149,36.667,5.518000000000001,10.143,45.975,35.832,23.765,120.68,96.915,3.138,39.604,36.466,8.671,21.372,12.701,1.919,19.336,17.416999999999998
R_5JQimI3sW1ov1BV,2026-02-22 13:26:00,2026-02-22 13:37:00,firework,high,240739,False,CC-DIV-CH,CC,DIV,CH,5.0,5.0,1.0,4.0,1.0,8.0,3.0,1.0,8.0,5.0,2.0,10.0,1.0,1.0,2.0,Bill < Clark,CH > CC,DIV > CC,5.0,9.0,6.0,5.0,8.0,6.0,1.0,6.0,3.0,9.0,1.0,9.0,1.0,10.0,0.0,True,True,False,False,0.0,0.4375,0.328125,0.3828125,False,18,Female,White,Moderate,664.0,1,I CONSENT to participate in this study,240739,10,100,24,(9) totally agree,(7) agree,8,(7) agree,(5) neither agree nor disagree,6,(7) agree,(7) agree,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,(9) totally agree,94444,4.0,-8.0,4.0,-7.0,9.0,-6.0,80.931,151.998,71.067,29.569,35.101,5.532,48.954,59.288,10.333999999999996,46.892,53.675,6.782999999999994,20.039,26.79,6.750999999999998,15.666,30.915,15.248999999999999
R_60hRl0pUvAOkdwJ,2026-02-22 13:46:00,2026-02-22 13:56:00,trolley,low,63,True,CC-DIV-CH,CC,DIV,CH,5.0,5.0,7.0,-1.0,0.0,3.0,-1.0,-1.0,1.0,-2.0,-2.0,0.0,-1.0,-1.0,-2.0,Bill ≥ Clark,CH ≥ CC,DIV ≤ CC,5.0,4.0,5.0,5.0,4.0,4.0,7.0,5.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,True,True,True,True,3.0,0.515625,0.3697916666666667,0.44270833333333337,True,19,Male,Asian,Moderate,546.0,0.899999976,I CONSENT to participate in this study,63,5,5,47,(7) agree,(7) agree,6,6,4,6,(5) neither agree nor disagree,6,6,4,(9) totally agree,6,8,8,94410,0.0,-2.0,0.0,0.0,-2.0,0.0,84.426,112.644,28.218000000000004,28.91,36.393,7.4830000000000005,37.191,55.041,17.849999999999994,17.641,22.324,4.683000000000003,10.293,21.577,11.284000000000002,7.913,21.312,13.399000000000001
R_3P73GCoGR7DwqEi,2026-02-22 14:08:00,2026-02-22 14:15:00,firework,low,63,True,DIV-CH-CC,DIV,CH,CC,8.0,7.0,10.0,1.0,3.0,-1.0,1.0,2.0,1.0,-2.0,5.0,0.0,1.0,1.0,-2.0,Bill > Clark,CH > CC,DIV < CC,5.0,6.0,8.0,5.0,6.0,7.0,5.0,3.0,10.0,6.0,7.0,8.0,7.0,7.0,7.0,True,True,True,True,2.0,0.484375,0.5260416666666667,0.5052083333333334,True,20,Female,Other,Liberal/progressive,413.0,1,I CONSENT to participate in this study,63,5,5,100,8,(5) neither agree nor disagree,8,(7) agree,(7) agree,(5) neither agree nor disagree,8,(7) agree,8,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,(5) neither agree nor disagree,93453,1.0,1.0,3.0,1.0,2.0,4.0,2.681,31.518,28.837,22.814,55.558,32.744,20.577,68.822,48.245000000000005,5.87,22.323,16.453,6.149,48.148,41.999,31.744,39.626,7.881999999999998
R_6TRYI6ejSvDSdRg,2026-02-22 14:07:00,2026-02-22 14:15:00,firework,high,4803859,False,DIV-CC-CH,DIV,CC,CH,5.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-20.0,-10.0,0.0,0.0,-35.0,Bill ≥ Clark,CH > CC,DIV < CC,5.0,5.0,5.0,5.0,5.0,5.0,50.0,15.0,30.0,9.0,9.0,9.0,9.0,20.0,30.0,True,False,True,False,2.0,0.5,0.5,0.5,False,18,Male,White,Liberal/progressive,512.0,1,I CONSENT to participate in this study,4803859,5,100,47,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,(5) neither agree nor disagree,94914,4.0,4.0,4.0,4.0,-30.0,15.0,2.656,79.343,76.687,2.584,40.309,37.724999999999994,4.697,82.136,77.439,2.27,65.892,63.62199999999999,2.052,38.681,36.629,4.298,24.669,20.371000000000002
R_5I5KDtLzKClfydr,2026-02-22 14:12:00,2026-02-22 14:25:00,trolley,high,8037594,False,CC-CH-DIV,CC,CH,DIV,7.0,6.0,2.0,-1.0,-1.0,2.0,0.0,0.0,3.0,1.0,1.0,4.0,-1.0,0.0,1.0,Bill < Clark,CH ≤ CC,DIV ≤ CC,7.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,7.0,5.0,8.0,5.0,4.0,0.0,True,True,True,True,0.0,0.609375,0.5833333333333333,0.5963541666666666,True,19,Female,White,Conservative,778.0,1,I CONSENT to participate in this study,8037594,10,100,24,8,8,8,(7) agree,6,6,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,(7) agree,6,(5) neither agree nor disagree,(5) neither agree nor disagree,4,93839,0.0,-1.0,2.0,-1.0,2.0,-3.0,121.253,152.02,30.76700000000001,46.907,60.99,14.083000000000006,42.818,48.887,6.069000000000003,67.95,77.316,9.366,67.903,83.636,15.73299999999999,15.329,30.294,14.965
R_7RGwn5Peaun19hD,2026-02-22 14:27:00,2026-02-22 14:36:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill > Clark,CH ≥ CC,DIV < CC,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,6.0,5.0,9.0,9.0,0.0,0.0,True,True,True,True,1.0,0.40625,0.4739583333333333,0.44010416666666663,True,21,Male,White,Conservative,550.0,1,I CONSENT to participate in this study,63,10,100,47,(7) agree,4,(5) neither agree nor disagree,8,6,(9) totally agree,6,(5) neither agree nor disagree,(7) agree,(7) agree,(5) neither agree nor disagree,(9) totally agree,6,8,93486,-1.0,-2.0,2.0,2.0,0.0,0.0,24.297,37.86,13.562999999999999,42.712,100.212,57.5,15.499,22.052,6.552999999999999,15.045,30.172,15.127,18.682,39.08,20.398,13.761,49.673,35.912000000000006
R_30qnkvK8T3ES0y9,2026-02-22 14:27:00,2026-02-22 14:46:00,trolley,high,8403956,False,CH-DIV-CC,CH,DIV,CC,9.0,7.0,2.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,9.0,9.0,9.0,7.0,7.0,7.0,2.0,2.0,2.0,9.0,1.0,7.0,1.0,2.0,0.0,True,True,True,True,2.0,0.34375,0.484375,0.4140625,True,18,Female,White,Conservative,1124.0,0.800000012,I CONSENT to participate in this study,8403956,5,5,36,8,(3) disagree,(5) neither agree nor disagree,(7) agree,6,6,4,(5) neither agree nor disagree,(7) agree,(7) agree,(7) agree,8,(7) agree,(3) disagree,94862,0.0,-8.0,0.0,-6.0,0.0,-2.0,39.967,51.335,11.368000000000002,135.125,198.093,62.96799999999999,116.278,128.662,12.384,12.105,20.904,8.799,57.711,78.394,20.683000000000007,14.219,45.837,31.618000000000002
R_6hTlRasIrOttDLE,2026-02-22 14:34:00,2026-02-22 14:51:00,trolley,high,8403259,True,CC-DIV-CH,CC,DIV,CH,6.0,8.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,6.0,6.0,19.0,3.0,1.0,6.0,Bill > Clark,CH ≥ CC,DIV > CC,6.0,9.0,9.0,8.0,9.0,9.0,4.0,10.0,10.0,9.0,6.0,9.0,6.0,20.0,1.0,True,True,True,True,1.0,0.4375,0.7760416666666667,0.6067708333333334,True,18,Female,Black or African American,Liberal/progressive,986.0,1,I CONSENT to participate in this study,8403259,10,100,47,(7) agree,(3) disagree,8,(7) agree,4,(7) agree,(5) neither agree nor disagree,6,(7) agree,6,(7) agree,2,(1) totally disagree,(1) totally disagree,93268,3.0,-3.0,1.0,-3.0,16.0,-9.0,119.81,218.974,99.16399999999999,102.269,116.372,14.102999999999994,43.261,59.627,16.366,25.111,39.517,14.406000000000002,20.732,64.898,44.166,8.286,22.425,14.139000000000001
R_3kiiaRhcLRXRqNN,2026-02-22 13:05:00,2026-02-22 14:59:00,trolley,low,63,True,CH-DIV-CC,CH,DIV,CC,8.0,9.0,10.0,1.0,0.0,7.0,1.0,0.0,7.0,3.0,0.0,7.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≤ CC,7.0,8.0,7.0,8.0,9.0,8.0,7.0,10.0,7.0,8.0,1.0,8.0,1.0,7.0,0.0,True,True,True,True,3.0,0.296875,0.5572916666666667,0.42708333333333337,True,19,Female,White,Liberal/progressive,6830.0,1,I CONSENT to participate in this study,63,5,5,47,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,(7) agree,6,(5) neither agree nor disagree,8,8,8,(9) totally agree,(5) neither agree nor disagree,6,(5) neither agree nor disagree,93412,1.0,-7.0,0.0,-8.0,0.0,-10.0,104.173,109.117,4.944000000000003,62.24,115.742,53.502,140.425,154.65,14.224999999999994,14.685,55.063,40.378,20.39,67.462,47.072,9.321,22.114,12.793000000000001
R_7jVzRbXb8EOPbYJ,2026-02-22 14:45:00,2026-02-22 14:59:00,firework,low,63,True,CH-DIV-CC,CH,DIV,CC,5.0,6.0,2.0,2.0,4.0,-1.0,2.0,3.0,-3.0,1.0,4.0,-2.0,2.0,2.0,1.0,Bill ≤ Clark,CH > CC,DIV > CC,3.0,5.0,7.0,4.0,6.0,7.0,1.0,2.0,5.0,6.0,7.0,5.0,8.0,3.0,5.0,True,False,True,False,3.0,0.40625,0.3645833333333333,0.38541666666666663,False,21,Female,White,Moderate,856.0,1,I CONSENT to participate in this study,63,5,5,47,(9) totally agree,(7) agree,6,8,(3) disagree,6,(5) neither agree nor disagree,(7) agree,(9) totally agree,(9) totally agree,(7) agree,(7) agree,8,8,95318,3.0,2.0,1.0,2.0,2.0,3.0,91.765,101.68,9.915000000000006,100.146,115.578,15.432000000000002,108.711,115.01,6.299000000000007,24.163,30.447,6.283999999999999,36.886,43.501,6.614999999999995,20.565,40.731,20.166
R_7n3p7aBC6V3xdiI,2026-02-22 14:54:00,2026-02-22 15:03:00,trolley,low,63,True,CC-CH-DIV,CC,CH,DIV,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Bill > Clark,CH > CC,DIV ≤ CC,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,0.0,True,False,False,False,0.0,0.375,0.4010416666666667,0.38802083333333337,False,18,Male,Asian,Nonpolitical,543.0,1,I CONSENT to participate in this study,63,10,100,24,(7) agree,(5) neither agree nor disagree,(5) neither agree nor disagree,(7) agree,4,(5) neither agree nor disagree,(3) disagree,(7) agree,(7) agree,(7) agree,(7) agree,(5) neither agree nor disagree,(7) agree,(7) agree,94538,-4.0,-4.0,3.0,-4.0,0.0,0.0,15.644,109.025,93.381,48.491,57.673,9.182000000000002,8.693,36.993,28.300000000000004,12.354,20.954,8.600000000000001,8.85,20.401,11.551,15.481,25.013,9.532000000000002
R_5e90P8Tu5cb2hjD,2026-02-22 14:59:00,2026-02-22 15:09:00,firework,low,63,True,CH-CC-DIV,CH,CC,DIV,8.0,8.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,Bill ≥ Clark,CH ≥ CC,DIV ≥ CC,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,20.0,8.0,6.0,8.0,8.0,30.0,10.0,True,True,True,True,3.0,0.5625,0.5520833333333334,0.5572916666666667,True,20,Male,Asian,Liberal/progressive,605.0,0.699999988,I CONSENT to participate in this study,63,5,5,47,6,6,6,6,(3) disagree,(5) neither agree nor disagree,4,4,6,(5) neither agree nor disagree,(5) neither agree nor disagree,4,4,(3) disagree,95083,0.0,-2.0,0.0,0.0,20.0,0.0,29.179,47.852,18.673,59.797,87.897,28.10000000000001,53.482,62.141,8.658999999999999,7.264,20.875,13.611,14.016,34.288,20.272,12.238,31.905,19.667
R_3HdxZJ6XPgj12fW,2026-02-22 14:53:00,2026-02-22 15:10:00,firework,high,540328,False,DIV-CC-CH,DIV,CC,CH,5.0,7.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,Bill ≤ Clark,CH > CC,DIV ≤ CC,2.0,8.0,5.0,6.0,9.0,7.0,1.0,3.0,1.0,6.0,2.0,8.0,7.0,3.0,0.0,False,True,False,False,3.0,0.484375,0.5104166666666667,0.49739583333333337,False,19,Female,Asian,Liberal/progressive,1067.0,1,I CONSENT to participate in this study,540328,5,5,47,(7) agree,(7) agree,(7) agree,6,4,(7) agree,(5) neither agree nor disagree,8,(7) agree,(7) agree,(7) agree,4,(5) neither agree nor disagree,(7) agree,93950,4.0,-6.0,2.0,-2.0,2.0,-3.0,51.012,88.563,37.551,32.389,40.923,8.533999999999999,92.06,115.427,23.367000000000004,150.03,166.648,16.617999999999995,13.651,32.519,18.868,23.044,46.712,23.668000000000003
R_3SdcULeEIT8rvX3,2026-02-22 15:11:00,2026-02-22 15:21:00,trolley,high,8402359,False,DIV-CH-CC,DIV,CH,CC,9.0,9.0,5.0,-2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,-2.0,1.0,0.0,Bill ≤ Clark,CH ≤ CC,DIV ≤ CC,8.0,6.0,9.0,8.0,9.0,9.0,5.0,5.0,5.0,8.0,6.0,8.0,7.0,5.0,0.0,True,False,False,False,0.0,0.375,0.5677083333333334,0.4713541666666667,False,18,Female,White,Liberal/progressive,637.0,1,I CONSENT to participate in this study,8402359,10,100,24,(9) totally agree,4,6,6,4,(3) disagree,6,4,(7) agree,(9) totally agree,8,(3) disagree,(5) neither agree nor disagree,(3) disagree,94289,0.0,0.0,0.0,-2.0,0.0,-5.0,67.508,74.809,7.301000000000002,83.411,95.693,12.281999999999996,84.596,96.729,12.132999999999996,4.793,28.959,24.166,18.222,42.888,24.665999999999997,8.632,21.783,13.151000000000002
R_7Dwp68TwWlztKF2,2026-02-22 15:28:00,2026-02-22 15:34:00,trolley,high,832059,False,CH-DIV-CC,CH,DIV,CC,3.0,5.0,4.0,0.0,0.0,-1.0,1.0,0.0,1.0,2.0,3.0,-2.0,0.0,0.0,2.0,Bill ≥ Clark,CH ≤ CC,DIV ≤ CC,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,True,False,False,False,0.0,0.390625,0.4895833333333333,0.44010416666666663,False,19,Female,White,Moderate,358.0,1,I CONSENT to participate in this study,832059,10,1,24,(7) agree,(5) neither agree nor disagree,6,(7) agree,6,6,(7) agree,(7) agree,8,(7) agree,(7) agree,(7) agree,6,(7) agree,95013,1.0,2.0,1.0,-1.0,3.0,3.0,20.437,24.604,4.166999999999998,38.998,51.765,12.767000000000003,22.53,32.863,10.332999999999998,4.761,21.594,16.833000000000002,20.628,29.311,8.683,9.405,18.989,9.584000000000001
R_1xKrwabhSN0bD1Q,2026-02-22 15:28:00,2026-02-22 15:40:00,firework,high,8403259,True,DIV-CH-CC,DIV,CH,CC,6.0,7.0,5.0,0.0,0.0,3.0,2.0,2.0,4.0,5.0,0.0,5.0,0.0,2.0,0.0,Bill > Clark,CH > CC,DIV > CC,6.0,6.0,6.0,5.0,7.0,7.0,5.0,10.0,5.0,9.0,6.0,9.0,5.0,15.0,10.0,True,True,True,True,1.0,0.546875,0.390625,0.46875,True,18,Female,White,Liberal/progressive,734.0,1,I CONSENT to participate in this study,8403259,10,100,47,(9) totally agree,8,(7) agree,2,(1) totally disagree,4,2,(7) agree,(7) agree,8,(5) neither agree nor disagree,4,4,4,94360,3.0,0.0,4.0,-2.0,10.0,0.0,35.73,53.431,17.701,24.731,30.332,5.600999999999999,70.987,90.704,19.717,16.227,39.128,22.901,10.672,48.956,38.284000000000006,8.865,25.982,17.116999999999997
